osm_id,lat,lon,category,subtype,name
way/11673668,34.3705091,69.1509149,Industrial,industrial,
way/11696757,33.6605654,73.053337,Industrial,industrial,
way/11696853,33.6531663,73.0390748,Industrial,industrial,آئ-10/3
way/23186326,13.0530913,80.2401556,Industrial,industrial,
way/23648236,12.9429222,80.1214177,Industrial,industrial,Madras Export Processing Zone MEPZ
way/23841301,34.5429941,69.1257083,Industrial,industrial,
way/24580022,12.870285,77.6629513,Industrial,industrial,Bosch NhP
way/25403339,16.6941774,74.460761,Industrial,industrial,television broadcasting
way/25670561,12.997417,80.0112007,Industrial,industrial,SIPCOT Irungattukottai
way/25966255,34.5124182,69.2500314,Mining,quarry,
way/25966301,34.5022144,69.2414249,Mining,quarry,
way/26325795,12.8664671,74.8532443,Industrial,industrial,Highland coffee works
way/26546597,11.4338966,76.6675194,Industrial,industrial,Hindustan Photo Films
way/26632313,25.2793212,83.1399984,Industrial,industrial,
way/26643216,25.2798455,83.106209,Industrial,industrial,
way/26662521,25.2867961,83.0690542,Industrial,industrial,
way/26674958,25.2992397,83.0732446,Industrial,industrial,
way/26685581,25.243245,83.0652129,Industrial,industrial,Ramnagar industrial area
way/26692964,25.2908218,82.9592353,Industrial,factory,Banaras Loco Works - DLW Varanasi
way/26732765,25.2989397,82.9961642,Industrial,industrial,
way/26781005,25.3603631,82.9413623,Industrial,industrial,
way/26781017,25.3588778,82.9473662,Industrial,industrial,
way/27035476,28.4698736,77.0530328,Industrial,industrial,
way/27130619,33.974475,72.9238613,Industrial,industrial,Telephone Industry of Pakistan
way/27296591,33.9721597,72.902181,Industrial,industrial,Pak China Fertilizers. Ltd.
way/27296621,33.9684331,72.8991922,Industrial,industrial,Hazara Phosphate Ltd.
way/27347413,13.0459866,80.1952359,Industrial,industrial,KK Nagar Container Freight Station
way/27347551,13.0503887,80.2066617,Industrial,industrial,Vadapalani MTC Depot
way/27434308,13.0463704,80.2049566,Industrial,industrial,AVM Studio
way/27609808,33.848953,72.8696346,Industrial,industrial,Best Way Cement
way/27609842,33.855632,72.8632961,Industrial,industrial,Dewan Cement Limited
way/27665691,33.8965127,72.8609045,Industrial,industrial,Qarshi Industries Pvt.Ltd
way/27665760,33.8972001,72.8640159,Industrial,industrial,Karegar Furniture
way/27768970,13.0817596,80.265279,Industrial,industrial,Central Medical Depot
way/27877926,13.0951554,80.1981042,Industrial,industrial,Anna Nagar West MTC Depot
way/27954946,13.0067179,80.2532777,Industrial,industrial,Adyar Bus Depot
way/28067383,13.0146892,80.2256551,Industrial,industrial,Saidapet MTC Depot
way/28208819,28.588873,77.3216761,Industrial,industrial,Sector 5
way/28240143,12.3619918,76.6413694,Industrial,industrial,Bharatiya Reserve Bank Note Mudran Private Limited - BRBNMPL
way/28240487,28.5835275,77.3230302,Industrial,industrial,Sector 4
way/28291496,30.1134738,77.2409285,Industrial,industrial,Steel auto industries
way/28292741,30.2145721,71.5408714,Industrial,industrial,پاک عرب فرٹیلائزر فیکٹری
way/28295518,13.0749577,80.2517294,Industrial,industrial,Corporation Asphalt Plant
way/28295519,13.0746939,80.2496,Industrial,industrial,"FCI FSD, Egmore"
way/28309779,12.9684486,80.1738452,Mining,mine,
way/28342600,13.1015361,80.2491261,Industrial,industrial,Perambur MTC Depot
way/28342737,13.0981662,80.2697294,Power,plant,Basin Bridge Gas Turbine Power Station
way/28347365,13.1054074,80.2250691,Industrial,industrial,Integral Coach Factory Carriage Works - ICF Chennai
way/28348128,13.098065,80.207667,Industrial,factory,Integral Coach Factory
way/28350371,13.0870899,80.2164219,Industrial,warehouse,Tamilnadu Civil Supplies Corporation - Anna Nagar 1 & 2 Godown
way/28353855,25.4197795,82.8736322,Industrial,industrial,Babat Pur Gas Plant
way/28396309,30.1054227,77.3264173,Power,plant,Deenbandhu Chhotu Ram Thermal Power Station
way/28485455,11.4052614,76.6802037,Industrial,industrial,Electricity Board
way/28731276,25.2715587,82.8321811,Industrial,industrial,
way/28732569,25.2719867,82.8408402,Industrial,industrial,
way/28766936,25.4823675,81.9741073,Industrial,industrial,
way/28767494,25.497754,82.00186,Industrial,industrial,
way/28767497,25.4974753,82.0033106,Industrial,industrial,
way/28767512,25.4978975,82.0054761,Industrial,industrial,
way/28768302,25.4341056,81.9158853,Industrial,industrial,
way/28769957,25.424093,81.9315285,Industrial,industrial,Indian Oil LPG Plant
way/28928033,22.2512632,73.1876496,Industrial,industrial,
way/28938457,22.2655401,73.2164843,Industrial,industrial,
way/28947573,22.5314648,72.9230563,Industrial,industrial,
way/28964678,22.5417671,72.9371011,Industrial,industrial,
way/28964747,22.5430261,72.9476717,Industrial,industrial,
way/29024321,11.4108086,76.6887095,Industrial,industrial,Sugar Daddy Bakery
way/29037171,22.4631937,73.2394201,Industrial,industrial,Nirma Lab Plant
way/29107962,22.3793084,73.118723,Industrial,refinery,Gujarat Refinery
way/29108062,22.3959396,73.1170064,Industrial,chemical,
way/29115918,13.0700186,80.2652801,Industrial,industrial,Corporation of Chennai - Pudupet Depot
way/29134868,22.395781,73.1988956,Industrial,industrial,
way/29200131,13.1517928,80.2724237,Industrial,industrial,Manali Petro Chemicals
way/29200185,13.1420862,80.2807303,Industrial,industrial,Indian Oil Corporation
way/29200202,13.147266,80.2870023,Industrial,industrial,Container Corporation of India - CONCOR
way/29200357,13.1258258,80.2826793,Industrial,industrial,Bharath Petroleum
way/29200367,13.122892,80.2812854,Industrial,industrial,Hindustan Petroleum
way/29200386,13.122177,80.2781299,Industrial,industrial,Indian Oil
way/29200536,13.1699051,80.309006,Industrial,industrial,Carborundum Universal
way/29200545,13.1722396,80.3045558,Industrial,industrial,Thiruvottiyur MTC Depot
way/29200667,13.184626,80.2997079,Industrial,industrial,
way/29200671,13.1601565,80.2938837,Industrial,industrial,
way/29200915,13.1562405,80.3047977,Industrial,industrial,
way/29200955,13.164013,80.3080916,Industrial,industrial,STP Container Terminal
way/29200958,13.1646984,80.3063941,Industrial,industrial,
way/29200963,13.1666483,80.3071002,Industrial,industrial,Ananda Industries
way/29201616,13.1802113,80.3113399,Industrial,industrial,
way/29201694,13.15403,80.3015975,Industrial,industrial,
way/29201863,13.176676,80.3094279,Industrial,industrial,MRF Tyres
way/29201864,13.1746246,80.3088427,Industrial,industrial,
way/29201865,13.1829182,80.305251,Industrial,industrial,ITC Packaging
way/29202121,13.2119328,80.3217157,Industrial,industrial,Ennore Foundries
way/29202122,13.2126907,80.3193326,Industrial,industrial,Ennore Foundries
way/29202225,13.2159452,80.3239761,Industrial,industrial,EID Parry Fertilizers
way/29202311,13.2151278,80.320893,Industrial,industrial,Ennore MTC Depot
way/29245914,13.1717143,80.267823,Industrial,industrial,Manali Fertilizers Limited - MFL
way/29246211,13.1700147,80.2571715,Industrial,industrial,
way/29246499,13.1315179,80.2358382,Industrial,industrial,Madhavaram MTC Depot
way/29327399,22.8233134,72.60051,Industrial,industrial,
way/29492754,23.071342,72.5933046,Power,plant,AMGEN
way/29547279,22.3671845,73.1480804,Industrial,industrial,Indu Nissan Oxo Chemical Industries Ltd.
way/29547338,22.3730497,73.1523505,Industrial,industrial,Gujarat State Fertilizers & Chemicals Ltd.
way/29917233,22.3325483,73.1645903,Industrial,industrial,
way/30078054,13.1210649,80.1020956,Industrial,industrial,Avadi MTC Depot
way/30118591,12.9527256,80.111219,Mining,quarry,Tiruneermalai Quarry
way/30738573,13.1995006,80.3094811,Power,plant,Ennore Thermal Power Station
way/30749076,12.9479658,80.1427747,Industrial,industrial,MTC Workshop - Chrompet
way/30750568,12.9389845,80.1368648,Industrial,industrial,FCI Warehouse - Chrompet
way/30799345,19.1702214,73.2332268,Mining,quarry,
way/30799383,19.1536887,73.2411009,Industrial,industrial,Badlapur MIDC
way/30799480,13.1865414,80.2413602,Industrial,industrial,
way/30889997,13.0557869,80.2056092,Industrial,industrial,Prasad Color Labs
way/30973298,13.0987302,80.2406601,Industrial,industrial,Ayanavaram MTC Depot
way/31004472,13.1240012,80.0732546,Industrial,industrial,Food Corporation of India - FCI Avadi
way/31011639,13.2334306,80.2801366,Industrial,industrial,Ashok Leyland Vehicle Test Centre
way/31012197,13.2461259,80.2794757,Industrial,industrial,SICAL Container Freight Station
way/31012200,13.2449646,80.2756047,Industrial,industrial,Bay Container Storage Yard
way/31015053,19.2081039,73.1904626,Industrial,industrial,DMC Mills
way/31015063,19.2039743,73.1958227,Industrial,industrial,ITC Manufacturing Plant
way/31241180,12.9683772,80.1223854,Mining,quarry,
way/31252824,13.0903615,79.9932355,Industrial,industrial,Spartek Granites
way/31253716,13.1058438,79.9611949,Industrial,industrial,Balaji Brewery
way/31255897,12.9447443,80.13686,Industrial,industrial,Indira cotton mills
way/31256393,13.1163523,80.122029,Industrial,industrial,Avadi Carshed
way/31256674,13.1208119,80.1142883,Industrial,industrial,Tube Products of India
way/31257284,13.1392008,80.128828,Industrial,communication,All India Radio Station
way/31723904,12.5026914,80.1531349,Industrial,industrial,TNSTC Bus Depot
way/31857907,11.6924589,78.0927395,Mining,quarry,Magnesite
way/31879542,11.6963229,78.1016609,Industrial,industrial,Burn Standard
way/31898933,11.7121754,78.16864,Mining,quarry,Magnesite
way/31999828,11.7166598,78.1226374,Industrial,industrial,Dalmia
way/32254408,12.932456,80.121215,Industrial,industrial,Tambaram MTC Depot
way/32260062,12.9082395,77.5845509,Industrial,industrial,BWSSB
way/32425336,12.9247414,77.5926125,Industrial,depot,BMTC Depot 4 (Jayanagara)
way/32541372,13.02446,80.1928497,Industrial,industrial,Bharat Electronics Ltd.
way/32544980,13.0109515,80.2264746,Industrial,industrial,All India Radio
way/32552695,31.4036025,76.4127505,Industrial,industrial,gwalthai industrial area
way/32613777,13.0347474,80.2053988,Industrial,industrial,"MTC Bus Depot, KK Nagar"
way/32686524,13.0264659,80.2056649,Industrial,industrial,
way/32686738,13.0137509,80.2016599,Industrial,industrial,
way/32686766,13.0128747,80.2156829,Industrial,industrial,
way/33016953,13.0093027,80.192279,Industrial,industrial,International Flavour & Fragrances
way/33300485,12.9752143,77.7236569,Industrial,industrial,Central Warehouse
way/33300660,12.9925922,77.7441316,Industrial,industrial,Concor
way/33630018,13.0522938,80.0908077,Industrial,industrial,Poonamallee MTC Depot
way/33631841,13.042142,80.12053,Industrial,industrial,
way/33744324,13.0314288,80.2428116,Industrial,industrial,Government Civil Supplies Warehouse
way/34019466,13.0417816,80.2031707,Industrial,industrial,KK Nagar Pumping Station
way/34060137,13.0441885,80.1933418,Industrial,industrial,KK Nagar West MTC Terminus
way/34097369,13.1039325,80.2680966,Industrial,industrial,TNEB Site
way/34097514,13.0917499,80.2679295,Industrial,industrial,
way/34264322,28.3177422,77.1749103,Mining,quarry,
way/34327606,13.1026208,80.292419,Industrial,industrial,Southern Railways Printing Press
way/34327607,13.1037376,80.2916809,Industrial,industrial,IOC Fuel Yard
way/34621271,13.1282922,80.2124125,Industrial,industrial,Kolathur Water Works
way/34755241,13.673419,79.351881,Industrial,industrial,TTD Transport Yard
way/35070255,13.0493932,80.2004592,Industrial,industrial,Majestic Studios
way/35311978,12.9822274,77.6533084,Industrial,industrial,Gas Turbine Research Establishment
way/35326939,12.9811666,77.6605238,Industrial,industrial,Electronics and Radar Development Establishment
way/35412027,23.78577,90.4076639,Industrial,industrial,Bangladesh Telecommunication Regulatory Commission
way/35460864,19.0738677,73.0166897,Industrial,bus_depot,Turbhe Bus Depot
way/35913751,13.0444094,77.6462417,Industrial,wastewater_plant,Sewage Treatment Plant
way/36676089,13.0384209,77.5338618,Industrial,industrial,Bharat Fritz Weiner
way/37107313,13.0211693,77.5748124,Industrial,industrial,Central Power Research Institute
way/37108080,13.0518448,77.5428214,Industrial,factory,Hindustan Machine Tools
way/37351659,12.8910236,77.5658626,Industrial,industrial,Khodays Breweries
way/37592164,13.0636442,77.7409644,Industrial,industrial,Ranger Apparel Export
way/37592166,13.0606575,77.7400107,Industrial,industrial,Saint-Gobain
way/37700530,12.9646868,77.6982441,Industrial,industrial,Indian Space Research Organisation
way/37723399,13.0090538,77.6650423,Industrial,industrial,Steel Authority of India Limited - SAIL Warehouse
way/37723456,13.0058369,77.6783649,Industrial,factory,Indian Telephony Industries
way/37723503,13.0014658,77.6711124,Industrial,industrial,Food Corporation of India
way/37723522,13.001392,77.6924568,Industrial,industrial,Krishnarajapuram Diesel Loco Shed
way/37842931,12.9951457,77.6481114,Industrial,industrial,New Government Electric Factory
way/38047337,12.9345562,77.5214807,Industrial,wastewater_plant,Vrishabhavathi Valley 150MLD Sewage Treatment Plant
way/38534622,12.8413093,77.5661585,Mining,quarry,Anjanapura Quarries
way/38539863,12.9811815,77.5711486,Industrial,industrial,Khodays Distilleries
way/38605640,27.6944174,85.2253001,Industrial,industrial,Nepal Oil Corporation Thankot Depot
way/38754602,12.8416835,77.6816122,Industrial,industrial,Veerasandra Industrial Estate
way/38762882,12.9552434,77.5942353,Industrial,depot,KSRTC Depot 4 (Shantinagar)
way/38767884,12.9523776,77.5987894,Industrial,depot,KSRTC Depot 1 (Shantinagar)
way/38774080,12.9382808,77.6035928,Industrial,industrial,Nandini Dairy
way/38832005,13.0126119,77.5632536,Industrial,factory,Bharath Heavy Electricals Limited
way/38858166,13.0149566,77.5580389,Industrial,industrial,Mysore Lamps
way/38978195,13.0186506,77.5552623,Industrial,depot,BMTC Depot 26 (Yeshwanthpura)
way/39394349,13.0580983,80.2553411,Industrial,industrial,TAFE
way/40585036,13.0415279,77.5374552,Industrial,industrial,BMRCL Batching Plant 1
way/40837973,28.97156,77.0886186,Industrial,industrial,Neesa Foods
way/40837974,28.9716174,77.0886019,Industrial,industrial,Bush Foods Warehouse
way/41429068,13.0307723,80.0195739,Industrial,industrial,
way/41722454,12.9781152,77.6505224,Industrial,industrial,Aeronautical Development Establishment
way/41722461,12.9637703,77.6521906,Industrial,industrial,National Aerospace Laboratories
way/41722463,12.9623165,77.6553945,Industrial,factory,U. R. Rao Satellite Centre
way/42014450,13.0533394,77.5361264,Industrial,industrial,
way/42400610,13.0360139,77.558165,Industrial,industrial,
way/42407837,13.056135,77.5530783,Industrial,industrial,Central Research Labarotary
way/42435581,13.0361311,77.5368484,Industrial,industrial,HMT
way/42850869,13.0770545,77.6923392,Mining,quarry,
way/43194596,28.2333962,76.8054591,Industrial,industrial,Hero Honda
way/43194600,28.2558178,76.8238842,Industrial,industrial,AtoTech
way/43633808,34.4548148,69.1038033,Industrial,industrial,
way/44034279,12.9453546,80.1362346,Industrial,industrial,balsons
way/44350312,28.4560139,77.0064114,Industrial,industrial,
way/44830529,13.0155074,77.5520636,Industrial,industrial,Government Soap Factory
way/45059289,26.4709381,80.3654629,Industrial,industrial,Ordinance Equipment Factory
way/45267542,12.9971746,77.6983937,Industrial,industrial,ITI Industrial Estate
way/45268954,12.996756,77.7387324,Industrial,industrial,Satellite Goods Terminal
way/45269834,12.9886325,77.7688421,Industrial,industrial,Food Corporation of India - FCI
way/45270129,12.9851748,77.8476419,Industrial,industrial,Hindustan Petroleum
way/45270138,12.9848168,77.8438097,Industrial,industrial,Bharath Petroleum
way/45270161,12.9868579,77.83536,Industrial,industrial,Indian Oil
way/45270173,12.9900925,77.826845,Industrial,industrial,Indane Bottling Plant
way/45919485,13.0506771,77.4986652,Industrial,industrial,Kennametal
way/45919626,13.0549568,77.4827958,Industrial,factory,Jindal Aluminium Limited
way/45922667,13.0005191,77.4140073,Mining,quarry,
way/46889259,10.7609707,79.119351,Industrial,industrial,Central Warehouse Corporation
way/46922184,13.0237542,77.5407705,Industrial,industrial,
way/46922191,13.0282102,77.5444971,Industrial,industrial,
way/46922192,13.0319327,77.5425235,Industrial,industrial,
way/47415280,13.1047509,80.2749965,Industrial,industrial,Corporation Lorry Depot
way/47415297,13.104342,80.2792257,Industrial,industrial,Government Press
way/47883447,13.0228115,77.5339098,Industrial,industrial,APMC Lorry Stand
way/47883772,13.0198774,77.5334828,Industrial,industrial,Kanteerava Studio
way/48048706,13.1037287,80.2617963,Industrial,industrial,
way/48048745,13.1084645,80.2610532,Industrial,industrial,
way/48048782,13.1018093,80.2694169,Industrial,industrial,TNEB Site
way/48132795,13.1010996,80.247876,Industrial,industrial,Century Mills
way/48416609,28.6051004,77.6079771,Industrial,industrial,
way/48416618,28.6051511,77.6067776,Industrial,industrial,
way/48789521,19.0720471,73.0233306,Mining,quarry,Turbhe Quarry
way/48790490,19.083043,73.0103421,Industrial,industrial,APMC Grain Market
way/48790492,19.0758315,73.0073483,Industrial,industrial,APMC Spice Market
way/48790495,19.0754565,73.0118132,Industrial,industrial,APMC Fruit & Vegetable Market
way/48792633,19.1426976,73.0135193,Industrial,industrial,
way/48798866,19.217004,72.8586133,Industrial,warehouse,FCI
way/48863714,19.1035075,72.9230649,Industrial,industrial,Godrej Estate (West)
way/48864360,19.0741086,72.8901665,Industrial,industrial,Kurla EMU Carshed
way/48966380,19.0212281,72.9326708,Industrial,industrial,Bhabha Atomic Research Centre - BARC
way/48966395,18.9993997,72.9020973,Industrial,industrial,
way/49322087,19.160346,72.9519703,Industrial,industrial,Mulund Container Yard
way/49499133,18.9447587,72.9470922,Industrial,port,Jawaharlal Nehru Port
way/49499140,18.9200321,72.9686506,Industrial,industrial,JNPT
way/49501334,18.8647034,72.9291167,Industrial,industrial,
way/49501517,18.900977,72.9995126,Industrial,industrial,Container Corporation of India  CONCOR
way/49591737,19.1563806,72.9451804,Industrial,industrial,CEAT Tyre
way/49597309,19.1870467,73.0014017,Industrial,industrial,Mukund Steel
way/49678252,19.044583,72.8769136,Industrial,bus_depot,Anik Bus Depot
way/49678854,19.0344817,72.8769411,Industrial,industrial,Wadala Truck Terminal
way/49682800,19.0503962,72.8586528,Industrial,depot,Dharavi BEST Bus Depot
way/49684312,19.0288125,72.8500545,Industrial,industrial,Central Railway Workshop
way/49685672,18.9694545,72.824438,Industrial,depot,Central BEST Bus Depot
way/49686084,19.0029245,72.833135,Industrial,industrial,Western Railway Carriage Repair Workshop
way/49686085,19.001657,72.8350425,Industrial,industrial,Central Railway Loco Workshop - Parel
way/50814772,13.1028888,77.5885753,Industrial,industrial,FM Goetze
way/50814915,13.1084948,77.5858992,Industrial,factory,Yelahanka Rail Wheel Factory
way/51324459,11.2072302,77.3256242,Industrial,industrial,Netaji apparel park
way/51969254,26.1414779,83.8738717,Industrial,industrial,
way/52097326,12.9706548,77.5913334,Industrial,wastewater_plant,Cubbon Park 4MLD Sewage Treatment Planet
way/52158449,23.2854541,77.4271158,Industrial,industrial,Coach Rehabilitation Workshop
way/52360330,6.9326102,79.8852199,Industrial,industrial,Kolonnawa Government Factory
way/53348816,18.5928694,73.829268,Industrial,industrial,Sandvik Asia
way/53348822,18.5951514,73.8282528,Industrial,industrial,
way/53348875,18.5971915,73.8273885,Industrial,industrial,Alfa Laval
way/53348897,18.5991893,73.8265305,Industrial,industrial,Forbes Marshall
way/53350666,19.0135461,72.8196057,Industrial,depot,Worli BEST Bus Depot
way/53376746,16.6450108,74.2907644,Industrial,industrial,
way/53482205,13.1062596,80.1916901,Industrial,industrial,TVS Group Companies
way/53859307,12.9796119,77.5617739,Industrial,industrial,Minerva Mills
way/54584154,13.0699703,80.1909021,Industrial,depot,Koyambedu Metro Rail Depot
way/55503809,12.9694409,77.6617724,Industrial,industrial,HAL Aerospace Division
way/55684007,12.9579893,77.5498411,Industrial,industrial,
way/55684010,12.9526946,77.5434168,Industrial,depot,KSRTC Depot 6
way/55684020,12.9520497,77.5390745,Industrial,industrial,Karnataka Vidyuth Karkhane Limited
way/55684221,12.9552983,77.5599241,Industrial,industrial,TR Mills
way/55684595,12.9508422,77.5365481,Industrial,depot,BMTC Depot 16 (Deepanajalinagara)
way/55684596,12.9499715,77.5343477,Industrial,industrial,Bharath Heavy Electricals
way/55684597,12.9498521,77.5328509,Industrial,industrial,Deepanjali Nagar Industrial Estate
way/55796952,18.9892658,72.84535,Industrial,industrial,
way/55928897,17.1355353,77.1850544,Industrial,industrial,
way/56146167,11.5122516,79.4826345,Mining,quarry,Neyveli III Coal Mine
way/56180257,12.98676,77.6524835,Industrial,industrial,Bharat Earth Movers Limited
way/56400658,11.5153006,79.4321123,Mining,quarry,Neyveli Lignite Mines - II
way/56684921,23.6852883,86.102095,Industrial,industrial,Bokaro Steel Plant
way/57358832,28.5410575,77.3989321,Industrial,industrial,Noida Special Economic Zone
way/58389257,12.0123751,79.8130592,Industrial,industrial,Workshop
way/58516968,12.9785725,77.5510552,Industrial,industrial,Rajajinagar Industrial Estate
way/58516981,12.9800885,77.5500325,Industrial,industrial,Government Tool and Training Centre
way/59151608,12.9473092,77.5341851,Industrial,industrial,
way/59264619,9.9824192,76.252308,Industrial,port,International Container Transhipment Terminal
way/59266107,9.9694554,76.3725247,Industrial,industrial,BPCL Refinery
way/59266108,9.9674623,76.3945128,Industrial,refinery,BPCL Refinery
way/59266110,9.9786775,76.36596,Industrial,industrial,FACT Ambalamedu
way/59358788,12.9817871,77.6343849,Industrial,depot,BMTC Depot 6 (Indiranagara)
way/59532160,15.058282,76.6270596,Mining,quarry,
way/59827121,17.4547897,80.6475557,Mining,quarry,Coalfields
way/59837236,17.9507245,80.7740659,Mining,quarry,Manuguru II Coal Mine
way/60260584,22.7850438,86.1994662,Industrial,industrial,Tata Steel
way/60793406,18.5268906,84.2458941,Power,plant,East Coast Energies PVT LTD
way/61982524,11.052316,77.9966873,Industrial,industrial,TNPL Paper Mill
way/62004860,12.9858046,74.8442363,Industrial,refinery,MRPL
way/62114555,20.0169668,79.3155216,Mining,quarry,Durgapur Coal Mine
way/62114558,18.8033176,79.4776026,Mining,quarry,Medipalli Coal Mine
way/62249284,17.2617114,80.1355684,Industrial,industrial,FCI godowns
way/62252004,17.2386814,80.1326939,Industrial,industrial,
way/62252005,17.2381008,80.1338975,Industrial,industrial,Agricultural market
way/62412206,23.2276004,72.5095193,Industrial,industrial,
way/64423794,12.7452895,79.9963384,Industrial,industrial,
way/64648252,23.6705108,86.9251966,Industrial,industrial,IISCO Steel Plant
way/64690594,23.5364576,87.2586482,Industrial,industrial,Durgapur Steel Plant
way/64924422,17.1643486,77.3123145,Mining,quarry,
way/65251416,23.7936311,85.5540508,Mining,quarry,West Bokaro Coal Mine
way/65251420,23.7836037,85.5310228,Mining,quarry,Selected group of mines Seldhori
way/65251423,23.7979877,85.5845408,Mining,quarry,Kedla coal mine
way/65253295,23.6160076,85.6713096,Mining,quarry,Rajappa Coal Mine
way/65277361,23.6907967,87.240544,Mining,quarry,Sonepur Bazari Coal Mine
way/65310806,20.5656326,81.0402378,Mining,quarry,
way/65310813,21.1843795,81.3909595,Industrial,steelmaking,Bhilai Steel Plant
way/65453989,28.3454961,77.3599278,Power,plant,Faridabad Thermal Power Plant
way/66068596,11.0357063,76.9989769,Industrial,industrial,FCI Godown
way/66134320,10.9230446,76.9483976,Mining,quarry,The Associated Cement Companies Limited
way/66665052,25.4313603,86.0601055,Industrial,refinery,Barauni Oil Refinery
way/66679147,25.3265879,78.5227036,Industrial,industrial,BHEL
way/66679150,24.4756799,77.1519587,Industrial,industrial,
way/66941860,18.9101323,73.0208945,Industrial,industrial,
way/66984987,31.310777,75.3389428,Industrial,factory,Rail Coach Factory - RCF Kapurthala
way/67195450,25.1709673,75.8144493,Power,plant,Kota Thermal Power Station
way/68522981,13.311821,76.955563,Industrial,industrial,Tippeswamy Oil Extraction (Abandoned)
way/68537793,13.3098977,76.9534487,Industrial,works,Channabasaveshwara Oil Industries
way/68549284,13.3101693,76.9474182,Industrial,industrial,HSK & Company Premises
way/68579104,23.6231959,90.507392,Industrial,industrial,Kumudini
way/69366299,26.5824092,93.7872127,Industrial,refinery,Numaligarh Refinery
way/69996977,13.3085531,76.9463308,Industrial,industrial,SLN Rice Mill
way/70262879,10.9960715,76.9760179,Industrial,industrial,Stanes motors
way/70425303,17.2660985,80.1662531,Industrial,industrial,
way/70534891,28.5903783,77.3322077,Industrial,textile,AMPM Fashions Private Limited
way/70534913,28.5807818,77.318855,Industrial,digital_marketing_agency,Ansumiti Technosoft Pvt Ltd
way/70534966,28.5868583,77.3273927,Industrial,industrial,Sector 9
way/71221209,28.5987051,77.3346276,Industrial,industrial,Sector 11
way/71295897,28.5944591,77.3265003,Industrial,industrial,Sector 8
way/71297383,28.5950136,77.3165751,Industrial,industrial,Sector 7
way/71435176,28.5849574,77.315235,Industrial,industrial,Sector 2
way/71444961,28.5903643,77.3123914,Industrial,industrial,Sector 1
way/71516183,12.9909283,77.6539762,Industrial,depot,Byappanahalli Metro Depot
way/71558365,12.8690723,77.6632972,Industrial,industrial,703
way/71558986,12.8693442,77.6639302,Industrial,industrial,RBAI office
way/71559709,12.8686225,77.6632167,Industrial,industrial,Bosch RBAI
way/71621507,28.6049742,77.353527,Industrial,industrial,Sector 57
way/71644071,28.6023902,77.3670379,Industrial,industrial,Sector 60
way/71649651,28.6080843,77.3676234,Industrial,industrial,Sector 59
way/71651922,28.6059961,77.3579644,Industrial,industrial,Sector 58
way/71686902,28.6118101,77.3853307,Industrial,industrial,Sector 65
way/71834192,28.6050721,77.3848883,Industrial,industrial,Sector 67
way/71834194,28.6227336,77.3867554,Industrial,industrial,
way/71866019,28.5324433,77.4075752,Industrial,industrial,Sector 84A
way/71866024,28.5246068,77.3983223,Industrial,industrial,Sector 83
way/71943845,34.0063826,71.8811708,Industrial,industrial,
way/72004862,28.6511075,77.3299054,Industrial,industrial,
way/72106877,33.9054821,71.9111762,Industrial,industrial,CHERAT CEMENT FACTORY
way/72367688,34.3110781,71.6779232,Mining,quarry,
way/72367765,34.3113394,71.6822684,Mining,quarry,
way/72367784,34.3103115,71.6738677,Mining,quarry,
way/72443163,34.3126589,71.640793,Mining,quarry,
way/72443380,34.3251486,71.6385774,Mining,quarry,
way/72519025,31.441441,73.0822095,Industrial,industrial,
way/72519790,31.4436598,73.0821602,Industrial,industrial,
way/72545858,18.9591666,72.8347358,Industrial,industrial,
way/72555606,31.4590718,73.0044417,Industrial,industrial,Chokera Sewage Treatment Works
way/72619375,31.4514477,73.0888308,Industrial,industrial,Crescent Textile Mills
way/72622350,31.4655917,73.0778979,Industrial,industrial,Sui Gas
way/72676174,22.2749784,70.8482278,Mining,quarry,
way/72743644,27.6818309,68.9330566,Industrial,industrial,
way/72743760,27.6862468,68.9568607,Industrial,industrial,
way/72881476,27.6672953,68.8649063,Industrial,industrial,
way/72881490,27.6705824,68.8673176,Industrial,industrial,
way/72883627,27.7483543,68.8192136,Industrial,industrial,
way/72915638,31.3777614,73.0702778,Industrial,industrial,پیپسی کولا
way/73264670,25.5572593,68.3211671,Industrial,industrial,
way/73511335,25.3299954,68.2387553,Industrial,industrial,
way/73551114,25.3650001,68.2966374,Industrial,industrial,railway sleeper factory
way/73553251,25.4294008,68.3925283,Industrial,industrial,
way/73553935,25.3797936,68.2955764,Industrial,industrial,
way/73553951,34.0421802,71.8472674,Mining,quarry,
way/73553953,34.0442827,71.857905,Mining,quarry,
way/73749581,31.2332652,72.7444826,Industrial,industrial,
way/73882471,31.2382655,72.7765778,Industrial,industrial,
way/74077263,25.3652203,68.253193,Industrial,industrial,
way/74082806,25.3338338,68.2639057,Industrial,industrial,
way/74168430,28.6554478,77.335979,Industrial,industrial,
way/74837674,34.1765228,71.8650109,Industrial,industrial,
way/74840056,34.2005603,72.0380777,Industrial,industrial,
way/74843598,34.2291549,72.2159028,Industrial,industrial,
way/76700057,28.6550939,77.3269787,Industrial,industrial,
way/76823319,6.8329084,80.0070681,Industrial,industrial,Homagama Industrial Zone
way/76823329,6.8384069,79.9890295,Industrial,industrial,Ceylon Chocolates Kandos Ltd
way/76849193,28.6207551,77.3009568,Industrial,depot,
way/77001373,28.6010841,77.3011768,Industrial,industrial,M.E.A. Stores
